"parent","ent_id","level_3"
sequential analysis,cumulative sum control chart,data analysis method
sequential analysis,Thompson sampling,data analysis method
multivariate statistics,multivariate analysis of covariance,data analysis method
dimensionality reduction,generalized discriminant analysis,data analysis method
dimensionality reduction,uniform manifold approximation and projection,data analysis method
multivariate statistics,canonical correspondence analysis,data analysis method
robust regression,Theil Sen estimator,data analysis method
regression analysis method,linear regression analysis,data analysis method
linear regression estimation method,linear least square,data analysis method
linear regression estimation method,weighted least square,data analysis method
regression analysis method,regression diagnostic,data analysis method
structural break test,Chow test,data analysis method
regression diagnostic,correlation of model error,data analysis method
specification error test,Ramsey RESET test,data analysis method
generalizability analysis,G theory tool,data analysis method
location test,sample of location test,data analysis method
Student's t-test,two sample t-test with equal variance,data analysis method
statistical hypothesis test,Lagrange multiplier test,data analysis method
goodness of fit statistical test,Kolmogorov-Smirnov test,data analysis method
statistical hypothesis test,chi squared test,data analysis method
Pearson's chi-squared test,Pearson's chi squared test of independence between categorical variables,data analysis method
post-hoc analysis,Tukey HSD for post poc analysis,data analysis method
post-hoc analysis,Bonferroni correction,data analysis method
post-hoc analysis,Šídák correction,data analysis method
between group comparison statistical test,Dunn's multiple comparison test,data analysis method
test of association between categorical variables,Barnard's exact test,data analysis method
homoskedasticity test,Park test,data analysis method
questionable research practice,HARKing,data analysis method
methodological entity,sampling,sampling
non probabilistic sampling,deviant case sampling,sampling
non probabilistic sampling,consecutive sampling,sampling
non probabilistic sampling,convenience sampling,sampling
enterprise application integration,enterprise information integration,IS technology
